x,y
0.0,6.073529690474603
0.1,7.753099551028194
0.2,8.442868090028998
0.30000000000000004,7.34249656177856
0.4,5.867857596782805
0.5,6.529839913420402
0.6000000000000001,5.729375260490436
0.7000000000000001,8.50973690434298
0.8,7.788543098672276
0.9,7.2317193447212125
1.0,4.488798923920264
1.1,9.2933227699156
1.2000000000000002,4.346227268752574
1.3,10.063564374761084
1.4000000000000001,9.76925900795347
1.5,4.825862359827553
1.6,8.10307132791426
1.7000000000000002,5.917211480142589
1.8,8.310761360254462
1.9000000000000001,9.910339947038196
2.0,8.726723800586443
2.1,6.472263950759128
2.2,9.921654554378541
2.3000000000000003,10.118975413132844
2.4000000000000004,9.74553037887901
2.5,7.909722050414379
2.6,9.500436675937408
2.7,10.93705433683675
2.8000000000000003,10.289900357396675
2.9000000000000004,15.025244238612673
3.0,11.512158874903928
3.1,10.78647733188326
3.2,12.365195903048315
3.3000000000000003,9.389135293544545
3.4000000000000004,12.641510399706153
3.5,15.233588455046863
3.6,10.432457362853313
3.7,12.997670038136873
3.8000000000000003,14.134226192889644
3.9000000000000004,9.413302583855792
4.0,16.27777786143773
4.1000000000000005,11.110003621863573
4.2,12.729891884726865
4.3,14.361344355276232
4.4,13.334794231838007
4.5,15.605873334232923
4.6000000000000005,14.501850833950716
4.7,15.539502582009339
4.800000000000001,14.749946847406735
4.9,17.744003229135725
5.0,10.969003982013614
5.1000000000000005,15.928188493227477
5.2,14.798769744398516
5.300000000000001,13.681934766038571
5.4,14.17677997885432
5.5,14.856040043641089
5.6000000000000005,17.356821073465607
5.7,14.607739127507031
5.800000000000001,16.273632847277167
5.9,17.35049774023158
6.0,14.688416697801422
6.1000000000000005,19.424697305173286
6.2,22.243178607875258
6.300000000000001,16.25196538558704
6.4,19.638894368836432
6.5,17.38064103916057
6.6000000000000005,19.266734912853916
6.7,18.036589609027438
6.800000000000001,23.017323259962218
6.9,18.15133636876633
7.0,20.587860818285627
7.1000000000000005,20.41473230523539
7.2,17.232079726230705
7.300000000000001,15.2794611739014
7.4,20.958174431500073
7.5,21.689036879153765
7.6000000000000005,19.12658916358546
7.7,19.133250664924688
7.800000000000001,22.553606511124276
7.9,22.505666849825598
8.0,22.91175329472896
8.1,21.72280407108044
8.200000000000001,19.823447077755414
8.3,19.1640532406108
8.4,17.81372690853545
8.5,21.884636484191326
8.6,26.038337517587063
8.700000000000001,23.35578911207667
8.8,22.440519512920417
8.9,19.758507566734195
9.0,21.664139866858186
9.1,23.209877551247093
9.200000000000001,22.95556104864399
9.3,25.4166793803385
9.4,23.482786460212704
9.5,25.39061199047871
9.600000000000001,23.971563479737252
9.700000000000001,24.020465667112568
9.8,27.11826705919952
9.9,23.29604513157812
