x,y
0.0,26.92643282373266
0.1,28.981238279260136
0.2,20.893896263080478
0.30000000000000004,30.80871165422227
0.4,26.47525575228318
0.5,28.886838238277974
0.6000000000000001,26.280582549023794
0.7000000000000001,26.62963224893709
0.8,28.159605845769182
0.9,29.81503699423796
1.0,29.27461877105052
1.1,30.452802817341528
1.2000000000000002,30.843591238989365
1.3,31.982079890963774
1.4000000000000001,30.238354659298604
1.5,27.236691957424828
1.6,24.50539990033115
1.7000000000000002,31.843110572236302
1.8,30.817686428644382
1.9000000000000001,28.788687316898184
2.0,30.747647118242003
2.1,26.813845515737704
2.2,38.65242453508868
2.3000000000000003,37.389094214028596
2.4000000000000004,28.407647327034763
2.5,29.39643670550573
2.6,30.99499187021039
2.7,29.32714743489607
2.8000000000000003,29.389294503923086
2.9000000000000004,31.43895964941371
3.0,30.66070058821042
3.1,34.27123293908204
3.2,29.929263800833677
3.3000000000000003,30.291995546642756
3.4000000000000004,27.168779570846525
3.5,28.428189852754457
3.6,26.976246999929856
3.7,31.505400202359777
3.8000000000000003,37.73543877234765
3.9000000000000004,26.88956445995966
4.0,24.482010878119137
4.1000000000000005,27.969292695782173
4.2,23.520241375531473
4.3,23.237744397458282
4.4,26.477428192675454
4.5,28.74595368390002
4.6000000000000005,27.674552233300986
4.7,25.4739136191221
4.800000000000001,30.08917709103249
4.9,25.770606659641064
5.0,24.16803460653836
5.1000000000000005,26.110093753917926
5.2,18.61828454988229
5.300000000000001,25.162386684020692
5.4,27.322136232060146
5.5,25.883310467298468
5.6000000000000005,21.67677269033891
5.7,18.19425120825192
5.800000000000001,23.70323870317327
5.9,23.732114556902676
6.0,24.986746400358655
6.1000000000000005,18.72544664423197
6.2,21.35244779311493
6.300000000000001,19.466692146000568
6.4,21.95392739051426
6.5,22.759432923335417
6.6000000000000005,13.253571505325628
6.7,15.338258022988061
6.800000000000001,17.461459666505466
6.9,19.46021794188117
7.0,14.371862775490767
7.1000000000000005,16.064808884771722
7.2,13.538548788967368
7.300000000000001,17.518498869251957
7.4,12.985531726428324
7.5,11.61299582500836
7.6000000000000005,16.24748541767183
7.7,16.026063350973885
7.800000000000001,14.86787539168634
7.9,10.341693821110933
8.0,7.501869451657865
8.1,8.394732913181425
8.200000000000001,11.56506847511657
8.3,6.013614315391587
8.4,12.280235797908182
8.5,8.929297631386323
8.6,12.647607358968713
8.700000000000001,8.674595677509283
8.8,10.765549534777147
8.9,7.178254042624486
9.0,5.255809363844257
9.1,5.198164720542803
9.200000000000001,9.295753953307495
9.3,4.268065005755699
9.4,3.1118949644056246
9.5,-0.8241072558648694
9.600000000000001,-0.6516854921235757
9.700000000000001,-3.233613868743051
9.8,4.374598786726198
9.9,-2.2852053684363143
